1001	1	21	2	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	3	2	2	2	3	2	1	2	3	2	1	2	2	1	1
1002	2	21	2	1	2	1	1	2	1	2	2	1	2	2	2	2	2	3	1	3	1	1	2	1	1	1	1	2	1	1	2	2	2	1	3
1003	1	21	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1
1004	2	21	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	3	3	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2
1005	2	21	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1
1006	1	21	2	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	2
1007	2	21	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	1	1	3	2	2	1	1
1008	2	21	2	1	1	3	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	2
1009	1	21	2	1	1	2	1	3	3	2	2	1	1	3	3	1	1	2	2	2	2	1	2	2	3	2	2	2	2	2	2	2	3	2	3
1010	2	21	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1011	1	21	2	2	3	2	1	3	1	2	2	1	2	2	2	2	1	1	1	3	1	1	2	1	2	1	2	2	2	1	1	2	1	2	2
1012	2	21	2	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
1013	2	21	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	3	1	2	1	2	1	1	1	1	2	2	1	1	1	1
1014	2	21	2	1	2	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	1	2	1	1
1015	1	21	2	1	1	2	1	1	3	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	2	1	1
1016	2	21	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	1	1	1	2	1	1	2	1	1	1	1	1	1
1018	1	21	2	2	2	2	1	1	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2
1019	1	21	2	2	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	3	2	1	1	2	2	2	1	2	3	1
1020	1	21	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	2	2	2	1	1
1021	2	21	2	2	1	2	2	1	1	1	2	1	1	1	3	3	1	1	1	3	1	2	1	2	2	1	1	2	2	1	1	1	1	1	1
1022	1	21	2	1	1	2	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	1
1023	2	21	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1
1024	1	21	2	2	2	2	1	2	2	2	1	1	1	2	2	1	1	2	1	1	1	1	2	1	2	2	3	2	2	2	2	2	3	2	2
1025	1	21	2	2	2	2	1	2	3	2	2	2	2	2	2	1	2	3	2	1	3	2	2	2	2	2	2	2	2	2	1	1	2	2	2
1026	1	21	2	2	2	3	2	3	3	2	3	2	3	3	3	2	3	3	2	3	3	2	2	1	3	3	3	1	3	3	3	3	3	3	3
1027	2	21	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1
1028	2	21	2	1	1	2	1	2	2	1	2	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2
1029	2	21	2	2	1	1	3	1	2	2	2	1	1	2	1	1	1	1	2	2	3	3	1	2	3	2	1	1	3	3	3	2	2	1	1
1030	1	21	2	1	2	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	3	2	1
1031	1	21	2	1	1	1	1	1	3	1	1	2	1	2	2	1	1	1	1	1	2	1	2	1	3	2	1	1	3	2	2	2	3	2	2
1032	1	21	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	2	2	2	1	2	1	1
1033	1	21	2	2	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	3	2	1	1	3	3	2	2	2	2	2
1034	1	21	2	1	2	2	1	2	1	2	1	2	2	1	2	2	1	1	1	1	3	1	2	1	2	2	1	2	1	2	2	2	2	2	1
1035	2	21	2	1	2	2	1	2	1	2	3	1	1	1	1	2	3	1	1	2	1	1	1	2	2	1	2	3	1	1	2	1	1	1	1
1036	1	21	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	3	2	1	1	3	3	2	1	2	2	1
1037	1	21	2	1	1	2	1	2	1	1	1	1	1	2	1	3	1	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	2	2	1
1038	1	22	2	2	1	2	2	2	2	1	1	2	1	2	2	1	1	3	1	2	3	1	1	1	2	2	2	2	2	2	2	2	2	2	2
1039	1	22	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1040	1	22	2	2	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	1	3	3	2	1	2	3	1	2	3	3	2	3	3	3	1
1041	2	22	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2
1042	1	22	2	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1
1043	1	22	2	2	2	2	1	2	2	2	2	1	2	2	2	2	1	2	1	2	2	1	2	1	2	2	1	2	2	2	2	2	2	2	2
1044	1	22	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	2	2	2
1045	2	22	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1
1046	1	22	2	2	2	2	1	2	1	1	1	1	1	1	2	2	1	1	1	3	1	1	1	1	2	2	1	1	3	3	3	2	3	1	1
1047	1	22	2	2	1	2	1	2	3	1	1	1	1	2	2	1	1	1	2	1	2	2	1	2	2	3	1	2	3	2	2	2	2	2	1
1048	1	22	2	1	2	2	1	2	1	2	1	1	1	2	2	2	1	1	1	2	1	1	2	1	2	1	1	2	3	3	1	2	2	2	1
1049	2	22	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1
1050	2	22	2	2	2	1	1	3	2	2	2	1	1	2	1	3	1	3	1	1	3	1	2	2	2	3	1	3	3	3	2	2	3	1	1
1051	2	22	2	2	2	1	1	1	2	2	2	2	2	1	2	1	3	2	1	1	2	1	1	2	2	1	1	2	2	2	3	1	2	2	2
1052	1	22	2	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	2	3
1053	2	22	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	2	1	2	3	1	1	1	1
1054	2	22	2	1	1	2	2	1	2	2	2	2	2	1	2	1	3	2	2	2	1	1	1	1	2	1	2	3	1	1	1	2	2	1	3
1055	2	22	2	2	1	2	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	2	1	2	2	1	2	2	2	1	2	2	1	1
1056	1	22	2	1	2	2	1	2	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1
1057	1	22	2	2	1	3	1	2	2	2	1	2	2	3	2	2	1	1	1	2	3	1	2	2	3	3	2	1	2	3	3	3	3	3	2
1058	1	22	2	2	2	1	2	2	3	2	2	1	2	3	3	2	1	2	2	2	3	2	3	2	3	3	1	3	3	3	3	3	3	3	3
1059	2	22	2	1	2	2	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	2	2	2	1	2
1060	1	22	2	1	2	2	1	2	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	2	1	2	3	2	2	2	2	2	1
1061	2	22	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	3	1	1	2	2	1	1	1	1	1	1	1	2	1	1
1062	2	22	2	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	3	3	2	1	2	2	1	1	1	1	1	1	1	1	1
1063	2	22	2	1	1	3	1	1	1	3	1	1	1	1	3	1	1	3	1	3	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1
1064	2	22	2	2	1	2	2	2	2	2	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1
1065	1	22	2	3	1	2	1	2	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2
1066	2	22	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	1	3	1	1
1067	1	22	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1068	1	22	2	3	2	3	1	2	2	2	1	1	2	2	1	1	2	2	1	1	1	1	2	1	2	2	1	2	2	3	2	2	2	2	2
1069	2	22	2	1	2	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	2	1	1	2	2	3	1	3	1	1
1070	2	22	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1071	2	22	2	1	1	2	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1072	2	22	2	1	1	2	1	1	3	1	1	2	1	1	2	1	1	2	2	1	2	2	1	1	1	3	1	1	2	3	1	2	1	1	2
1073	2	22	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	1	3	1	1	2	1	2	1	1	2	1	1
1074	2	22	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1
1075	2	22	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2
1076	1	22	2	1	2	2	1	2	1	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	2	2	1	2
1077	2	22	2	2	2	2	2	2	3	2	2	1	1	2	1	1	1	1	2	1	2	2	1	3	2	3	1	3	3	3	3	1	3	1	1
1078	1	22	2	2	2	2	1	2	3	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	1	3	1	1
1079	2	22	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	3	2	1	1	2	1	2	1	2	1	2	2	1	2	1	2
1080	2	22	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1
1081	1	11	1	2	1	1	1	1	2	1	1	1	3	2	2	3	1	1	1	1	2	2	1	1	2	2	1	2	1	1	2	2	1	2	1
1082	2	11	1	2	2	1	2	2	1	2	1	1	1	3	3	2	1	3	1	1	3	1	1	2	2	3	1	1	3	1	2	3	2	2	2
1083	1	11	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1
1084	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	1	1
1085	1	11	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1
1086	1	11	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1
1087	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1088	2	11	1	2	1	3	1	1	1	1	1	1	1	1	1	3	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1089	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1090	1	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1
1091	1	11	1	2	1	1	1	2	2	1	1	1	1	3	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1
1092	1	11	1	2	2	1	1	2	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	1
1093	1	11	1	2	1	1	1	2	2	1	1	1	1	3	2	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	2	1
