"","sveitarfelag","verd","staerd"
"53138","Reykjavíkurborg",120000,84.3
"53139","Reykjavíkurborg",130142,64.8
"53140","Mosfellsbær",220000,70
"53141","Reykjavíkurborg",2e+05,90
"53142","Reykjavíkurborg",142000,30
"53143","Reykjavíkurborg",135000,38.8
"53144","Reykjavíkurborg",350000,118.9
"53145","Reykjavíkurborg",189000,58
"53146","Reykjavíkurborg",180000,80
"53147","Reykjavíkurborg",140000,40
"53148","Reykjavíkurborg",190000,70
"53149","Reykjavíkurborg",220000,95
"53150","Reykjavíkurborg",190000,50
"53151","Reykjavíkurborg",175000,51.9
"53152","Reykjavíkurborg",115000,40
"53153","Reykjavíkurborg",170000,70.1
"53154","Reykjavíkurborg",180000,63.7
"53155","Kópavogsbær",285513,118
"53156","Reykjavíkurborg",240000,90.5
"53157","Hafnarfjarðarkaupstaður",210000,90.9
"53158","Reykjavíkurborg",1e+05,27
"53159","Reykjavíkurborg",180000,66.2
"53160","Reykjavíkurborg",160000,67.2
"53161","Reykjavíkurborg",205000,90.7
"53162","Reykjavíkurborg",210000,85
"53163","Mosfellsbær",205000,68.6
"53164","Kópavogsbær",260000,100
"53165","Kópavogsbær",210709,89
"53166","Reykjavíkurborg",180000,30
"53167","Hafnarfjarðarkaupstaður",190000,65.8
"53168","Reykjavíkurborg",190000,60.7
"53169","Reykjavíkurborg",360000,147
"53170","Reykjavíkurborg",175000,34
"53171","Reykjavíkurborg",191100,75.5
"53172","Reykjavíkurborg",127300,41.4
"53173","Hafnarfjarðarkaupstaður",315000,190
"53174","Reykjavíkurborg",230000,74.3
"53175","Hafnarfjarðarkaupstaður",265200,112.7
"53176","Reykjavíkurborg",121600,40.3
"53177","Reykjavíkurborg",270000,133.7
"53178","Reykjavíkurborg",180000,46.9
"53179","Reykjavíkurborg",230000,86
"53180","Reykjavíkurborg",290000,150
"53181","Reykjavíkurborg",190000,66.2
"53182","Kópavogsbær",240000,129
"53183","Reykjavíkurborg",200400,75.5
"53184","Reykjavíkurborg",220000,70.6
"53185","Reykjavíkurborg",196000,79.3
"53186","Reykjavíkurborg",230000,85.2
"53187","Hafnarfjarðarkaupstaður",240000,85.6
"53188","Hafnarfjarðarkaupstaður",285000,123.9
"53189","Reykjavíkurborg",280000,152.8
"53190","Reykjavíkurborg",227000,56.2
"53191","Kópavogsbær",180000,50
"53192","Reykjavíkurborg",120000,37.5
"53193","Reykjavíkurborg",125500,42.8
"53194","Reykjavíkurborg",2e+05,77.3
"53195","Reykjavíkurborg",250000,96.3
"53196","Reykjavíkurborg",163500,67.1
"53197","Reykjavíkurborg",171000,64.1
"53198","Reykjavíkurborg",210000,76.7
"53199","Reykjavíkurborg",175000,50
"53200","Reykjavíkurborg",230000,65.5
"53201","Reykjavíkurborg",175000,54
"53202","Mosfellsbær",250000,109.1
"53203","Reykjavíkurborg",163400,63.1
"53204","Reykjavíkurborg",350000,135.5
"53205","Hafnarfjarðarkaupstaður",150000,60
"53206","Reykjavíkurborg",230000,74.1
"53207","Reykjavíkurborg",180000,54.8
"53208","Hafnarfjarðarkaupstaður",180000,105.2
"53209","Reykjavíkurborg",215000,78.7
"53210","Reykjavíkurborg",260000,87.7
"53211","Reykjavíkurborg",114700,40.3
"53212","Reykjavíkurborg",170000,53.7
"53213","Kópavogsbær",150000,107.8
"53214","Reykjavíkurborg",165000,96.6
"53215","Reykjavíkurborg",163400,63.1
"53216","Reykjavíkurborg",205000,69.5
"53217","Reykjavíkurborg",70000,62
"53218","Mosfellsbær",120000,36
"53219","Reykjavíkurborg",250000,90
"53220","Reykjavíkurborg",220000,78.5
"53221","Reykjavíkurborg",171000,64.1
"53222","Reykjavíkurborg",230000,65.5
"53223","Reykjavíkurborg",225000,82
"53224","Kópavogsbær",280000,122.5
"53225","Hafnarfjarðarkaupstaður",186442,60
"53226","Kópavogsbær",175000,65
"53227","Hafnarfjarðarkaupstaður",220000,105
"53228","Mosfellsbær",145000,52.4
"53229","Reykjavíkurborg",230000,85
"53230","Reykjavíkurborg",125900,45
"53231","Hafnarfjarðarkaupstaður",222412,98.5
"53232","Garðabær",120000,79.3
"53233","Reykjavíkurborg",125000,31.3
"53234","Reykjavíkurborg",175500,69.7
"53235","Reykjavíkurborg",170000,40
"53236","Kópavogsbær",160000,43.3
"53237","Kópavogsbær",170000,62
"53238","Reykjavíkurborg",220000,66.2
"53239","Reykjavíkurborg",217000,71.6
"53240","Kópavogsbær",230000,96.4
"53241","Reykjavíkurborg",150000,47.6
"53242","Reykjavíkurborg",250000,80.7
"53243","Hafnarfjarðarkaupstaður",170000,50
"53244","Reykjavíkurborg",156000,40
"53245","Reykjavíkurborg",250000,112.2
"53246","Reykjavíkurborg",245000,97
"53247","Reykjavíkurborg",170000,66.2
"53248","Reykjavíkurborg",197000,43.6
"53249","Reykjavíkurborg",1e+05,52
"53250","Hafnarfjarðarkaupstaður",265749,135.2
"53251","Reykjavíkurborg",150000,40
"53252","Kópavogsbær",185000,53.3
"53253","Reykjavíkurborg",150000,119.5
"53254","Reykjavíkurborg",160000,65
"53255","Reykjavíkurborg",180000,60
"53256","Reykjavíkurborg",131000,34.6
"53257","Reykjavíkurborg",245000,70
"53258","Reykjavíkurborg",195000,114
"53259","Hafnarfjarðarkaupstaður",220000,81.7
"53260","Garðabær",125000,65
"53261","Reykjavíkurborg",180000,70
"53262","Reykjavíkurborg",235500,94.1
"53263","Reykjavíkurborg",215000,70
"53264","Reykjavíkurborg",269000,114.2
"53265","Reykjavíkurborg",160000,41.4
"53266","Reykjavíkurborg",235000,75
"53267","Reykjavíkurborg",180000,82
"53268","Reykjavíkurborg",115000,25
"53269","Reykjavíkurborg",219000,78.5
"53270","Reykjavíkurborg",209000,54
"53271","Reykjavíkurborg",380000,248.8
"53272","Reykjavíkurborg",195000,79.8
"53273","Reykjavíkurborg",165599,67.1
"53274","Reykjavíkurborg",180000,56
"53275","Hafnarfjarðarkaupstaður",259275,98
"53276","Reykjavíkurborg",180000,54.4
"53277","Reykjavíkurborg",225000,95
"53278","Reykjavíkurborg",180000,54
"53279","Reykjavíkurborg",110000,35
"53280","Kópavogsbær",140000,40.8
"53281","Reykjavíkurborg",170000,87.5
"53282","Reykjavíkurborg",220000,93.2
"53283","Hafnarfjarðarkaupstaður",190000,66.1
"53284","Reykjavíkurborg",160000,30
"53285","Reykjavíkurborg",195000,54.5
"53286","Reykjavíkurborg",235500,94.1
"53287","Reykjavíkurborg",220000,88
"53288","Reykjavíkurborg",215000,106
"53289","Reykjavíkurborg",145000,51.6
"53290","Reykjavíkurborg",210000,89
"53291","Reykjavíkurborg",210000,125
"53292","Reykjavíkurborg",110000,114.9
"53293","Reykjavíkurborg",140000,58.1
"53294","Reykjavíkurborg",130000,22
"53295","Mosfellsbær",195000,69.3
"53296","Reykjavíkurborg",150000,40
"53297","Reykjavíkurborg",159000,52.9
"53298","Reykjavíkurborg",168000,56
"53299","Hafnarfjarðarkaupstaður",210000,58.9
"53300","Reykjavíkurborg",215000,90.1
"53301","Reykjavíkurborg",107000,40
"53302","Reykjavíkurborg",2e+05,86.3
"53303","Reykjavíkurborg",256000,128
"53304","Reykjavíkurborg",2e+05,90
"53305","Reykjavíkurborg",210000,59.3
"53306","Kópavogsbær",310000,120.6
"53307","Kópavogsbær",2e+05,77.7
"53308","Hafnarfjarðarkaupstaður",132500,50
"53309","Reykjavíkurborg",190000,70.6
"53310","Hafnarfjarðarkaupstaður",190000,65
"53311","Reykjavíkurborg",180000,89.4
"53312","Reykjavíkurborg",105274,53.8
"53313","Hafnarfjarðarkaupstaður",130913,99.1
"53314","Reykjavíkurborg",180000,44.9
"53315","Reykjavíkurborg",220000,68
"53316","Reykjavíkurborg",215000,93.7
"53317","Hafnarfjarðarkaupstaður",225000,107.1
"53318","Reykjavíkurborg",192000,73
"53319","Reykjavíkurborg",190000,48
"53320","Reykjavíkurborg",150000,38
"53321","Reykjavíkurborg",280000,64.3
"53322","Reykjavíkurborg",247900,133
"53323","Reykjavíkurborg",250000,194.3
"53324","Reykjavíkurborg",145000,37
"53325","Kópavogsbær",175000,71.7
"53326","Reykjavíkurborg",230000,74.4
"53327","Kópavogsbær",230000,113.2
"53328","Reykjavíkurborg",240000,77.6
"53329","Reykjavíkurborg",225000,93.1
"53330","Reykjavíkurborg",230000,89.6
"53331","Reykjavíkurborg",150000,40.4
"53332","Hafnarfjarðarkaupstaður",220000,84.5
"53333","Kópavogsbær",260000,108
"53334","Kópavogsbær",235000,92.7
"53335","Reykjavíkurborg",210000,52.9
"53336","Hafnarfjarðarkaupstaður",150000,70.2
"53337","Kópavogsbær",120000,38
"53338","Reykjavíkurborg",198000,85.7
"53339","Reykjavíkurborg",190000,101.1
"53340","Reykjavíkurborg",220000,89.6
"53341","Hafnarfjarðarkaupstaður",185000,63
"53342","Hafnarfjarðarkaupstaður",2e+05,70
"53343","Reykjavíkurborg",220000,68
"53344","Reykjavíkurborg",153000,80.3
"53345","Reykjavíkurborg",190000,59.1
"53346","Reykjavíkurborg",148000,53
"53347","Hafnarfjarðarkaupstaður",275000,112.6
"53348","Reykjavíkurborg",150000,77.2
"53349","Reykjavíkurborg",180000,40
"53350","Reykjavíkurborg",235000,86.7
"53351","Reykjavíkurborg",230000,86.9
"53352","Reykjavíkurborg",155000,55
"53353","Reykjavíkurborg",189000,48.2
"53354","Reykjavíkurborg",2e+05,86
"53355","Kópavogsbær",245000,66
"53356","Reykjavíkurborg",190000,83
"53357","Reykjavíkurborg",150000,61.4
"53358","Reykjavíkurborg",112000,22
"53359","Reykjavíkurborg",190000,53.9
"53360","Reykjavíkurborg",210000,74
"53361","Reykjavíkurborg",2e+05,75.2
"53362","Reykjavíkurborg",205934,97
"53363","Hafnarfjarðarkaupstaður",229000,80
"53364","Reykjavíkurborg",109000,36
"53365","Reykjavíkurborg",204300,90
"53366","Reykjavíkurborg",240000,82
"53367","Kópavogsbær",220000,97
"53368","Reykjavíkurborg",160000,64
"53369","Reykjavíkurborg",225000,71.4
"53370","Reykjavíkurborg",355000,109
"53371","Reykjavíkurborg",111059,41.7
"53372","Reykjavíkurborg",210000,67.5
"53373","Reykjavíkurborg",109000,123.9
"53374","Reykjavíkurborg",178600,34.5
"53375","Reykjavíkurborg",157230,55.8
"53376","Reykjavíkurborg",240000,105.5
"53377","Reykjavíkurborg",120000,62.5
"53378","Reykjavíkurborg",180000,68.6
"53379","Reykjavíkurborg",255000,97
"53380","Reykjavíkurborg",115000,27.3
"53381","Reykjavíkurborg",140000,40
"53382","Reykjavíkurborg",190000,95.3
"53383","Hafnarfjarðarkaupstaður",250000,113.7
"53384","Reykjavíkurborg",128771,49.7
"53385","Reykjavíkurborg",175000,58
"53386","Reykjavíkurborg",190000,58.7
"53387","Reykjavíkurborg",165000,60
"53388","Reykjavíkurborg",135000,40
"53389","Hafnarfjarðarkaupstaður",255000,106
"53390","Hafnarfjarðarkaupstaður",182000,61
"53391","Hafnarfjarðarkaupstaður",162000,45.7
"53392","Reykjavíkurborg",195000,65.1
"53393","Reykjavíkurborg",179500,66.1
"53394","Reykjavíkurborg",170000,48
"53395","Hafnarfjarðarkaupstaður",2e+05,117
"53396","Reykjavíkurborg",228333,64.9
"53397","Reykjavíkurborg",210000,61.8
"53398","Reykjavíkurborg",265000,111
"53399","Reykjavíkurborg",180000,63
"53400","Reykjavíkurborg",230000,109.6
"53401","Reykjavíkurborg",175000,43.9
"53402","Reykjavíkurborg",135000,32.4
"53403","Reykjavíkurborg",125000,30
"53404","Reykjavíkurborg",220000,79.3
"53405","Kópavogsbær",220000,95.1
"53406","Reykjavíkurborg",1e+05,145.7
"53407","Reykjavíkurborg",95000,24.1
"53408","Reykjavíkurborg",228000,98
"53409","Mosfellsbær",120000,71.9
"53410","Reykjavíkurborg",175000,61.5
"53411","Mosfellsbær",180000,62.5
"53412","Kópavogsbær",160000,42.2
"53413","Reykjavíkurborg",180000,97.5
"53414","Reykjavíkurborg",205000,87.1
"53415","Reykjavíkurborg",180000,57.2
"53416","Reykjavíkurborg",179500,39.1
"53417","Reykjavíkurborg",263900,90.1
"53418","Kópavogsbær",336000,180
"53419","Reykjavíkurborg",150000,40
"53420","Reykjavíkurborg",190000,80.9
"53421","Reykjavíkurborg",179500,66.1
"53422","Hafnarfjarðarkaupstaður",275000,110.9
"53423","Reykjavíkurborg",195000,90
"53424","Kópavogsbær",180000,65
"53425","Reykjavíkurborg",192000,60
"53426","Hafnarfjarðarkaupstaður",150000,49.7
"53427","Reykjavíkurborg",160000,40
"53428","Reykjavíkurborg",130000,25
"53429","Mosfellsbær",180000,60
"53430","Reykjavíkurborg",2e+05,46.2
"53431","Reykjavíkurborg",180000,40.7
"53432","Reykjavíkurborg",178000,60
"53433","Reykjavíkurborg",210000,91.6
"53434","Reykjavíkurborg",110000,147.5
"53435","Reykjavíkurborg",178000,66
"53436","Reykjavíkurborg",260000,86
"53437","Reykjavíkurborg",205000,77
"53438","Reykjavíkurborg",230000,99.6
"53439","Reykjavíkurborg",2e+05,68.9
"53440","Reykjavíkurborg",194844,67.1
"53441","Reykjavíkurborg",250000,255
"53442","Reykjavíkurborg",220000,112
"53443","Reykjavíkurborg",230000,81
"53444","Reykjavíkurborg",172000,79
"53445","Kópavogsbær",80000,55
"53446","Reykjavíkurborg",230000,80.4
"53447","Reykjavíkurborg",210000,78.9
"53448","Kópavogsbær",223000,68.5
"53449","Reykjavíkurborg",195000,70
"53450","Reykjavíkurborg",255000,114.5
"53451","Kópavogsbær",180000,62
"53452","Reykjavíkurborg",185000,75.5
"53453","Hafnarfjarðarkaupstaður",185000,74.7
"53454","Reykjavíkurborg",205000,71.4
"53455","Reykjavíkurborg",2e+05,80
"53456","Kópavogsbær",2e+05,115
"53457","Kópavogsbær",180000,128
"53458","Hafnarfjarðarkaupstaður",215000,83.3
"53459","Mosfellsbær",210000,68.7
"53460","Reykjavíkurborg",170000,50
"53461","Reykjavíkurborg",2e+05,66
"53462","Reykjavíkurborg",140000,45
"53463","Kópavogsbær",169000,50
"53464","Reykjavíkurborg",180000,67
"53465","Kópavogsbær",70000,35
"53466","Reykjavíkurborg",220000,90
"53467","Reykjavíkurborg",2e+05,70
"53468","Reykjavíkurborg",240000,67.3
"53469","Reykjavíkurborg",205000,74.8
"53470","Reykjavíkurborg",175000,49
"53471","Hafnarfjarðarkaupstaður",230000,80.5
"53472","Kópavogsbær",270000,104.9
"53473","Reykjavíkurborg",205000,110
"53474","Reykjavíkurborg",175000,59.8
"53475","Reykjavíkurborg",220000,83.3
"53476","Mosfellsbær",90000,60
"53477","Kópavogsbær",280000,135.2
"53478","Hafnarfjarðarkaupstaður",192000,67
"53479","Garðabær",153380,114.3
"53480","Hafnarfjarðarkaupstaður",172267,80.2
"53481","Reykjavíkurborg",180000,67.3
"53482","Reykjavíkurborg",220000,81.1
"53483","Hafnarfjarðarkaupstaður",131134,105.2
"53484","Reykjavíkurborg",180000,60
"53485","Reykjavíkurborg",213000,80
"53486","Reykjavíkurborg",115830,49.8
"53487","Reykjavíkurborg",299200,103.8
"53488","Reykjavíkurborg",210000,84
"53489","Hafnarfjarðarkaupstaður",240000,92
"53490","Hafnarfjarðarkaupstaður",140884,75.4
"53491","Reykjavíkurborg",129560,53.4
"53492","Kópavogsbær",220000,83.9
"53493","Hafnarfjarðarkaupstaður",115000,30
"53494","Kópavogsbær",210000,77.5
"53495","Reykjavíkurborg",130000,82.1
"53496","Reykjavíkurborg",275000,106.9
"53497","Reykjavíkurborg",220000,82.5
"53498","Hafnarfjarðarkaupstaður",280000,150
"53499","Kópavogsbær",160000,50
"53500","Reykjavíkurborg",230000,80.4
"53501","Hafnarfjarðarkaupstaður",235000,73.2
"53502","Reykjavíkurborg",170000,56.7
"53503","Reykjavíkurborg",220000,69.4
"53504","Reykjavíkurborg",175000,52.3
"53505","Reykjavíkurborg",180000,59.7
"53506","Hafnarfjarðarkaupstaður",235000,109
"53507","Hafnarfjarðarkaupstaður",180000,57.2
"53508","Reykjavíkurborg",187000,44
"53509","Reykjavíkurborg",220000,79.3
"53510","Reykjavíkurborg",2e+05,58.3
"53511","Reykjavíkurborg",174000,38.4
"53512","Hafnarfjarðarkaupstaður",150000,47
"53513","Reykjavíkurborg",346000,150
"53514","Reykjavíkurborg",189000,58
"53515","Hafnarfjarðarkaupstaður",295000,143.7
"53516","Kópavogsbær",220000,90.3
"53517","Reykjavíkurborg",195000,100
"53518","Hafnarfjarðarkaupstaður",180000,79.5
"53519","Reykjavíkurborg",205000,83
"53520","Reykjavíkurborg",2e+05,98.5
"53521","Reykjavíkurborg",2e+05,87
"53522","Reykjavíkurborg",185000,57.9
"53523","Reykjavíkurborg",120000,70
"53524","Reykjavíkurborg",240000,105.1
"53525","Reykjavíkurborg",145000,27.4
"53526","Reykjavíkurborg",215000,86.5
"53527","Reykjavíkurborg",227874,72.7
"53528","Reykjavíkurborg",180000,40
"53529","Reykjavíkurborg",2e+05,63
"53530","Reykjavíkurborg",220000,94.5
"53531","Kópavogsbær",247359,89
"53532","Reykjavíkurborg",185000,43.8
"53533","Reykjavíkurborg",2e+05,56.2
"53534","Reykjavíkurborg",250000,84.6
"53535","Reykjavíkurborg",120000,40
"53536","Reykjavíkurborg",113900,43.3
"53537","Reykjavíkurborg",184000,74.3
"53538","Reykjavíkurborg",183600,64.1
"53539","Kópavogsbær",197220,69.9
"53540","Reykjavíkurborg",182500,70.3
"53541","Reykjavíkurborg",181900,70.6
"53542","Reykjavíkurborg",200400,85.3
"53543","Reykjavíkurborg",85000,56
"53544","Reykjavíkurborg",200461,85.3
"53545","Reykjavíkurborg",118400,43.6
"53546","Reykjavíkurborg",113900,43.3
"53547","Reykjavíkurborg",115500,40.3
"53548","Reykjavíkurborg",118000,43.2
"53549","Reykjavíkurborg",120000,29.7
"53550","Reykjavíkurborg",175000,47.2
"53551","Reykjavíkurborg",190000,88.5
"53552","Reykjavíkurborg",267000,87
"53553","Reykjavíkurborg",167300,67.4
"53554","Reykjavíkurborg",170800,67.4
"53555","Reykjavíkurborg",410000,129.3
"53556","Reykjavíkurborg",181900,70.6
"53557","Reykjavíkurborg",201600,85.3
"53558","Reykjavíkurborg",128500,42.8
"53559","Reykjavíkurborg",173800,67.4
"53560","Reykjavíkurborg",172800,70.3
"53561","Hafnarfjarðarkaupstaður",250000,95
"53562","Reykjavíkurborg",207100,85.3
"53563","Reykjavíkurborg",122000,41.4
"53564","Reykjavíkurborg",220000,66
"53565","Reykjavíkurborg",2e+05,95.9
"53566","Reykjavíkurborg",210000,45
"53567","Reykjavíkurborg",220000,88.7
"53568","Reykjavíkurborg",190000,101.5
"53569","Hafnarfjarðarkaupstaður",180000,60
"53570","Reykjavíkurborg",245000,101.2
"53571","Reykjavíkurborg",260000,100
"53572","Reykjavíkurborg",135000,35
"53573","Kópavogsbær",240000,120.4
"53574","Hafnarfjarðarkaupstaður",235000,85.7
"53575","Kópavogsbær",265000,113
"53576","Reykjavíkurborg",192357,80
"53577","Reykjavíkurborg",205000,58
"53578","Reykjavíkurborg",1e+05,60
"53579","Hafnarfjarðarkaupstaður",2e+05,108.8
"53580","Reykjavíkurborg",80000,62.6
"53581","Reykjavíkurborg",180000,62
"53582","Reykjavíkurborg",150308,45
"53583","Kópavogsbær",2e+05,98
"53584","Reykjavíkurborg",161400,60
"53585","Reykjavíkurborg",190000,50.5
"53586","Reykjavíkurborg",190000,90
"53587","Garðabær",215500,85
"53588","Reykjavíkurborg",170000,48.7
"53589","Reykjavíkurborg",75000,32.7
"53590","Reykjavíkurborg",140000,40.7
"53591","Reykjavíkurborg",190000,39.2
"53592","Reykjavíkurborg",230000,92.4
"53593","Reykjavíkurborg",160000,108
"53594","Reykjavíkurborg",220000,96.9
"53595","Reykjavíkurborg",280000,92
"53596","Kópavogsbær",130000,45
"53597","Reykjavíkurborg",230000,89
"53598","Reykjavíkurborg",230000,85.5
"53599","Hafnarfjarðarkaupstaður",275000,157
"53600","Reykjavíkurborg",150000,48
"53601","Reykjavíkurborg",255000,91
"53602","Reykjavíkurborg",220000,79.12
"53603","Hafnarfjarðarkaupstaður",180000,96.2
"53604","Reykjavíkurborg",220000,90
"53605","Reykjavíkurborg",110000,21.4
"53606","Reykjavíkurborg",205000,81.2
"53607","Reykjavíkurborg",210000,80
"53608","Reykjavíkurborg",190000,55.1
"53609","Reykjavíkurborg",140000,40
"53610","Reykjavíkurborg",2e+05,46
"53611","Hafnarfjarðarkaupstaður",2e+05,102.5
"53612","Reykjavíkurborg",170000,93.9
"53613","Reykjavíkurborg",185000,56.1
"53614","Mosfellsbær",2e+05,84.1
"53615","Hafnarfjarðarkaupstaður",120000,50
"53616","Reykjavíkurborg",190000,38.9
"53617","Hafnarfjarðarkaupstaður",180000,128
"53618","Reykjavíkurborg",215000,60
"53619","Reykjavíkurborg",136000,83.4
"53620","Reykjavíkurborg",189000,49.9
"53621","Reykjavíkurborg",150000,57.9
"53622","Reykjavíkurborg",140000,43.7
"53623","Hafnarfjarðarkaupstaður",165000,59.3
"53624","Kópavogsbær",180000,71.7
"53625","Reykjavíkurborg",220000,94.1
"53626","Reykjavíkurborg",190000,70
"53627","Reykjavíkurborg",140000,40
"53628","Reykjavíkurborg",160000,52
"53629","Hafnarfjarðarkaupstaður",230000,99.2
"53630","Reykjavíkurborg",165000,47.9
"53631","Reykjavíkurborg",240000,102.4
"53632","Reykjavíkurborg",190000,80
"53633","Reykjavíkurborg",1e+05,60.8
"53634","Garðabær",290000,131.3
"53635","Reykjavíkurborg",205000,91.7
"53636","Hafnarfjarðarkaupstaður",256500,91.6
"53637","Reykjavíkurborg",140000,80
"53638","Reykjavíkurborg",280000,115.9
"53639","Kópavogsbær",150000,70
"53640","Reykjavíkurborg",150000,40
"53641","Reykjavíkurborg",140000,50
"53642","Reykjavíkurborg",150000,35.6
"53643","Hafnarfjarðarkaupstaður",80000,38
"53644","Reykjavíkurborg",120000,25
"53645","Reykjavíkurborg",220000,94.9
"53646","Reykjavíkurborg",162000,37.9
"53647","Kópavogsbær",115000,59.6
"53648","Reykjavíkurborg",250000,112.4
"53649","Reykjavíkurborg",233503,65
