"","verd","staerd","fj_herb"
"4642",150000,43.2,2
"4643",178160,114.3,2
"4644",150000,50,2
"4645",150000,43,1
"4646",220000,55.8,2
"4647",165000,24.5,1
"4648",220000,81.4,3
"4649",210000,55.7,2
"4650",96716,34.7,1
"4651",275000,94.3,4
"4652",330000,82.9,4
"4653",158197,45.8,2
"4654",245000,82,3
"4655",160000,30,1
"4656",149000,84.4,3
"4657",250000,98.6,3
"4658",180000,63.6,2
"4659",145000,50,1
"4660",150000,84,1
"4661",220000,61,2
"4662",210000,63.4,2
"4663",2e+05,58.9,2
"4664",260000,93.5,3
"4665",147704,66.1,2
"4666",193000,134.1,4
"4667",137712,49.4,2
"4668",172940,59.3,2
"4669",275000,94.3,4
"4670",210000,112,2
"4671",275000,70.8,2
"4672",149500,60,2
"4673",290000,116.5,4
"4674",260000,94.3,3
"4675",300671,84.8,3
"4676",2e+05,72.8,3
"4677",148000,42.9,2
"4678",220000,74.7,2
"4679",190000,76,2
"4680",250000,63,2
"4681",150000,45,1
"4682",190000,40.7,1
"4683",374000,118,5
"4684",278979,86.5,3
"4685",280000,91.7,4
"4686",1e+05,120,4
"4687",190000,60,3
"4688",140000,43,2
"4689",245000,69.8,3
"4690",190000,74.3,3
"4691",320000,89.6,3
"4692",213156,100.5,4
"4693",236882,85,3
"4694",320000,125,4
"4695",183634,59.7,3
"4696",190000,60,2
"4697",2e+05,63.3,2
"4698",265005,120.6,4
"4699",220000,93.9,3
"4700",250000,116.2,5
"4701",215500,113.9,3
"4702",230073,106.1,4
"4703",175000,50,3
"4704",230000,125,4
"4705",175666,68.2,3
"4706",275000,58,2
"4707",119500,32.4,1
"4708",261000,91,3
"4709",140000,106,4
"4710",250000,99.9,3
"4711",214500,94.4,3
"4712",176000,57.5,2
"4713",175000,67,2
"4714",230000,65,3
"4715",260000,69.1,2
"4716",257000,185.7,5
"4717",151293,45.8,2
"4718",263880,79.2,3
"4719",1e+05,70,2
"4720",180000,60,2
"4721",235000,51.9,2
"4722",245500,127,5
"4723",140000,34.2,1
"4724",290000,96,3
"4725",260000,76,3
"4726",250500,121,5
"4727",233691,113.3,4
"4728",160000,45.8,2
"4729",250000,83.3,3
"4730",220000,60.4,3
"4731",250000,79.3,2
"4732",215000,76.2,2
"4733",180449,60.7,3
"4734",114500,34.2,1
"4735",175000,35,1
"4736",265000,73.6,3
"4737",258337,81,2
"4738",180000,55,2
"4739",125000,25,1
"4740",245500,125.8,5
"4741",220000,120.2,3
"4742",150000,58.8,2
"4743",215000,50.9,2
"4744",450000,124.6,6
"4745",256086,118.5,4
"4746",180000,52,2
"4747",234874,100.7,3
"4748",120000,39.4,2
"4749",125000,26,1
"4750",250000,68,3
"4751",2e+05,73.2,2
"4752",130000,24.2,2
"4753",230000,86.6,3
"4754",250000,65,3
"4755",220000,57,2
"4756",250000,83.5,3
"4757",230000,59.3,2
"4758",120000,40,1
"4759",145000,36.5,1
"4760",225000,78.3,3
"4761",207336,47.2,2
"4762",241400,75.3,3
"4763",165000,30,2
"4764",220000,73.9,3
"4765",180000,60,2
"4766",120000,70,3
"4767",190000,79.6,3
"4768",275000,99,3
"4769",150000,35,1
"4770",220000,67.1,3
"4771",330000,171,4
"4772",180000,49.7,2
"4773",230000,120,5
"4774",230000,78,3
"4775",190000,60,3
"4776",120000,22,1
"4777",145000,28,2
"4778",150000,35,1
"4779",120000,64,2
"4780",240000,74.3,3
"4781",145000,30,1
"4782",1e+05,49.9,2
"4783",2e+05,60,3
"4784",225000,84.4,2
"4785",250000,85,2
"4786",240000,78.1,3
"4787",175000,70,2
"4788",150000,47.6,2
"4789",132000,27.1,1
"4790",248780,97.3,3
"4791",3e+05,112.4,5
"4792",320000,125,5
"4793",264000,90,3
"4794",2e+05,92,3
"4795",218425,65,2
"4796",180000,56,2
"4797",3e+05,120.6,3
"4798",240000,71,2
"4799",2e+05,85,3
"4800",210000,53.9,2
"4801",223833,68.6,2
"4802",230000,60,2
"4803",160000,45,3
"4804",190000,62.1,2
"4805",281230,75.9,3
"4806",220000,66.5,3
"4807",191264,96.8,3
"4808",316990,133,5
"4809",280000,100,3
"4810",160000,53.8,2
"4811",192000,89.9,2
"4812",212000,154.5,6
"4813",240000,65.6,3
"4814",155800,78.8,3
"4815",250000,91.1,3
"4816",180000,50,2
"4817",152794,82.5,2
"4818",250000,82.1,3
"4819",2e+05,47,1
"4820",215000,71.4,2
"4821",95000,25,1
"4822",159000,30,1
"4823",450000,170,5
"4824",175174,71.2,2
"4825",210000,88.8,3
"4826",230000,87.7,3
"4827",280000,110,4
"4828",315000,124.8,5
"4829",290000,92,2
"4830",237775,65,2
"4831",145000,33,2
"4832",1e+05,50.9,3
"4833",170000,100,3
"4834",225000,54.9,2
"4835",180000,77.3,2
"4836",272000,114.4,3
"4837",237000,54.5,2
"4838",2e+05,50,2
"4839",210000,44.9,2
"4840",220000,83.5,4
"4841",250000,77.5,3
"4842",240000,75,2
"4843",280000,125,3
"4844",170000,47,2
"4845",295000,95.2,3
"4846",180000,62,2
"4847",170000,45,2
"4848",220000,65.3,2
"4849",295000,107.6,4
"4850",3e+05,80,3
"4851",250000,101,5
"4852",227613,57,2
"4853",257162,94.8,3
"4854",305000,74.6,2
"4855",190000,40,1
"4856",270000,77.5,4
"4857",260000,104.2,4
"4858",230000,96.6,4
"4859",148000,44.6,1
"4860",165000,48.3,2
"4861",175000,29,2
"4862",225000,58.9,2
"4863",2e+05,40,2
"4864",230000,79.4,3
"4865",185000,86.7,3
"4866",145000,35,2
"4867",235000,59,2
"4868",199000,37.7,1
"4869",80000,40,2
"4870",280000,111,4
"4871",190000,82.2,3
"4872",160000,49.2,2
"4873",240000,87.9,3
"4874",220000,59.4,2
"4875",324000,128.9,4
"4876",230000,91.1,3
"4877",250000,97,2
"4878",250000,66,3
"4879",130000,50,2
"4880",155000,24,1
"4881",160000,90,2
"4882",195000,63.5,2
"4883",195000,47.6,1
"4884",220000,79.8,3
"4885",260000,83.5,3
"4886",137000,41.3,2
"4887",235000,95.9,4
"4888",330000,83.1,4
"4889",155000,38,1
"4890",323000,168.1,4
"4891",350000,179,6
"4892",280000,120.7,3
"4893",190000,54.7,2
"4894",238000,109.9,3
"4895",196612,59.8,2
"4896",2e+05,56,1
"4897",192000,105.4,3
"4898",270000,106,3
"4899",250000,62.7,2
"4900",180000,55,2
"4901",285000,78.5,3
"4902",182000,104.2,3
"4903",238000,68.5,3
"4904",2e+05,109.9,3
"4905",185000,50,2
"4906",2e+05,75,3
"4907",270000,94.7,4
"4908",170000,52.2,2
"4909",230000,65.5,2
"4910",350000,103.8,4
"4911",210000,60,3
"4912",220000,61.8,2
"4913",118000,22,1
"4914",415000,164.1,4
"4915",75000,50,2
"4916",170000,65,3
"4917",280000,90,3
"4918",295000,98.8,4
"4919",215000,31,1
"4920",250000,61,4
"4921",280000,102.7,3
"4922",170000,70,2
"4923",290000,114.2,4
"4924",245000,89.6,3
"4925",235000,69.8,3
"4926",250000,77,4
"4927",280000,130,4
"4928",183000,35,2
"4929",340000,117.1,4
"4930",2e+05,62.4,2
"4931",260000,98.6,4
"4932",230000,75,2
"4933",220000,94.4,3
"4934",250000,59.2,2
"4935",220000,60,2
"4936",140000,93.8,3
"4937",250000,38,1
"4938",250000,100,4
"4939",2e+05,93.3,3
"4940",255000,84,3
"4941",204000,122.4,3
"4942",215000,90.1,3
"4943",247000,58,3
"4944",270000,86,3
"4945",310000,90,3
"4946",215000,54.6,3
"4947",1e+05,32,2
"4948",257467,93,2
"4949",330000,94,3
"4950",280000,136.1,4
"4951",195000,65.1,3
"4952",230000,53.5,2
"4953",282000,105,4
"4954",230000,77,3
"4955",140000,35,1
"4956",165000,48.3,2
"4957",250000,100,3
"4958",250000,97,3
"4959",125000,21,1
"4960",220000,116,4
"4961",265000,67,4
"4962",220000,41.3,2
"4963",260000,89,2
"4964",275000,122.4,5
"4965",220000,56.2,3
"4966",180000,62.5,2
"4967",250000,70,3
"4968",190000,70.7,2
"4969",250000,71,2
"4970",2e+05,52,2
"4971",220000,56.2,3
"4972",185000,70,2
"4973",280000,79.2,3
"4974",165000,120,3
"4975",150000,34,2
"4976",142000,95,2
"4977",270000,66.6,2
"4978",3e+05,97.3,3
"4979",240000,99,3
"4980",180000,59.7,2
"4981",202500,58,2
"4982",150000,85,3
"4983",135000,35,2
"4984",240000,84.2,3
"4985",169000,50,2
"4986",250000,76.3,3
"4987",160000,68.5,2
"4988",280000,105,4
"4989",205000,63,2
"4990",250000,55,3
"4991",220000,72.4,2
"4992",155000,40,2
"4993",220000,85,3
"4994",170000,34.6,2
"4995",193743,106.4,3
"4996",265000,119,2
"4997",250000,108.2,3
"4998",250000,80.9,3
"4999",312000,121,5
"5000",2e+05,78.6,3
"5001",150000,45,2
"5002",2e+05,50.6,2
"5003",147703,60.3,2
"5004",250000,61.6,2
"5005",155000,65,2
"5006",260000,105.2,3
"5007",3e+05,85.3,3
"5008",155000,40,1
"5009",240000,79.5,3
"5010",250000,110,2
"5011",153524,65.5,2
"5012",255000,82,3
"5013",190000,56,2
"5014",210000,65,2
"5015",290000,128,3
"5016",218457,58.8,2
"5017",185000,55,2
"5018",250000,87.5,4
"5019",220000,85,3
"5020",284000,97.4,3
"5021",170000,65,2
"5022",254000,78.2,3
"5023",210000,111.5,3
"5024",298000,112,6
"5025",260000,88.5,4
"5026",240000,112.9,4
"5027",142000,73.5,2
"5028",255000,74,3
"5029",164536,45,2
"5030",230000,95.1,3
"5031",210000,56.3,2
"5032",192000,105.8,3
"5033",194000,72.7,2
"5034",285000,118.8,4
"5035",260000,120,4
"5036",160000,45,2
"5037",295000,100.1,4
"5038",4e+05,84.6,3
"5039",310000,100,3
"5040",220000,60,3
"5041",210000,50,2
"5042",2e+05,43.1,2
"5043",250000,77.2,3
"5044",325438,118,3
"5045",205422,89.9,4
"5046",240000,76.9,3
"5047",250000,99.3,3
"5048",220000,77.9,3
"5049",540000,321.4,6
"5050",280000,80,4
"5051",220000,100,3
"5052",269356,87.6,3
"5053",230000,55,2
"5054",150000,40,1
"5055",193000,75,2
"5056",235000,85.2,3
"5057",175000,60,2
"5058",240000,113.3,4
"5059",180000,85.6,3
"5060",195000,45,2
"5061",315000,151.4,4
"5062",120000,34.2,1
"5063",290000,105.4,4
"5064",230000,60,2
"5065",230000,101.4,4
"5066",299000,112.7,4
"5067",240000,68.5,3
"5068",230000,53.1,2
"5069",280000,96.9,3
"5070",150000,35.2,1
"5071",235000,70,2
"5072",220000,62.8,2
"5073",360000,105.6,3
"5074",250000,111.5,4
"5075",270000,98.7,4
"5076",250000,53,2
"5077",283414,91.5,3
"5078",153994,58.1,2
"5079",181892,74.2,3
"5080",218236,90.8,4
"5081",170000,57.9,3
"5082",212188,90.8,4
"5083",213969,90.7,4
"5084",345000,101.7,4
"5085",251917,127.8,4
"5086",173701,75.1,3
"5087",295396,108.8,4
"5088",180628,75.1,3
"5089",175047,74.2,3
"5090",165000,40,2
"5091",110000,30,1
"5092",168697,71.5,3
"5093",151098,58.1,2
"5094",247262,113,4
"5095",270000,125,3
"5096",280000,85.7,3
"5097",253887,104.6,3
"5098",246500,78.4,3
"5099",189000,80,3
"5100",290000,70,3
"5101",212188,90.8,4
"5102",240000,69.7,2
"5103",180000,54,3
"5104",243000,110,3
"5105",120000,32.4,1
"5106",170000,45.9,2
"5107",270000,68.5,2
"5108",250000,103,3
"5109",215000,72.9,3
"5110",240000,98,4
"5111",120000,33.9,1
"5112",189000,104.2,3
"5113",192000,105.8,3
"5114",191000,106.3,3
"5115",250000,80,3
"5116",3e+05,90,3
"5117",220000,63,2
"5118",350000,120,4
"5119",370000,136,5
"5120",130000,22,1
"5121",150000,64.8,2
"5122",210000,51.5,2
"5123",245000,84,3
"5124",185000,61.4,2
"5125",265000,71.8,2
"5126",220000,59.9,3
"5127",270000,72.9,3
"5128",191000,103.9,3
"5129",3e+05,120,3
"5130",160000,40,1
"5131",256000,79,3
"5132",250000,79,3
"5133",192000,106,3
"5134",196614,49.1,2
"5135",190000,70,3
"5136",160000,45,1
"5137",81419,66.8,2
"5138",120000,56,2
"5139",250000,80,3
"5140",175000,44.5,2
"5141",240000,90,4
"5142",245000,91.8,3
"5143",216000,98.5,3
"5144",110000,35,2
"5145",182460,86.4,3
"5146",260000,130,3
"5147",230000,119.6,4
"5148",245000,75,3
"5149",270000,76,3
"5150",190000,59.7,2
"5151",3e+05,83.9,3
"5152",185000,45.5,3
"5153",79862,49.7,2
"5154",146279,48.2,2
"5155",230000,68.4,3
"5156",277000,97.5,3
"5157",218654,67,2
"5158",240000,82.8,2
"5159",225000,62.6,2
"5160",192000,105.9,3
"5161",230000,53.3,3
"5162",210000,49.3,3
"5163",192000,107.1,3
"5164",150000,55,2
"5165",155000,31,1
"5166",275000,93.1,3
"5167",208000,58,2
"5168",220000,57.4,2
"5169",190974,104.2,3
"5170",220000,90.5,3
"5171",250000,86.2,4
"5172",310000,125.8,5
"5173",149346,55.1,2
"5174",250000,100.2,3
"5175",450000,117.7,4
"5176",90000,70,3
"5177",2e+05,61,2
"5178",153500,60,2
"5179",80000,28,2
"5180",175000,69.8,2
"5181",365781,94.8,3
"5182",139328,50.7,2
"5183",270000,72.4,2
"5184",220000,83,4
"5185",125000,57,4
"5186",140000,44,2
"5187",191000,40,2
"5188",230000,68.7,2
"5189",187000,47.2,2
"5190",203250,82.7,4
"5191",2e+05,100,4
"5192",208000,63.2,2
"5193",140000,35,2
"5194",265000,106,4
"5195",2e+05,69.9,2
"5196",195000,56.6,3
"5197",191000,105.9,3
"5198",280000,131.5,4
"5199",2e+05,68,2
"5200",220000,74.5,3
"5201",280000,90,4
"5202",120000,32.4,1
"5203",187500,48.9,1
"5204",260000,90.8,3
"5205",220000,59,2
"5206",320000,101.3,4
"5207",147582,72.8,2
"5208",260000,126.5,3
"5209",160000,45,2
"5210",175000,62.9,3
"5211",1e+05,35,1
"5212",215000,103.3,3
"5213",210000,53,2
"5214",130000,51.5,2
"5215",153000,80.3,3
"5216",160000,115.9,4
"5217",156729,60.6,2
"5218",207000,70,3
"5219",130000,50,1
"5220",297102,89.3,4
"5221",207000,70,3
"5222",120000,32.4,1
"5223",161411,63.3,2
"5224",222000,34.5,2
"5225",152487,58.5,2
"5226",160000,115.9,4
"5227",210000,81,3
"5228",180000,50,2
"5229",310000,103.5,3
"5230",250000,96,3
"5231",3e+05,69,3
"5232",236500,89,3
"5233",160000,58,2
"5234",185000,100,3
"5235",174500,91.9,2
"5236",160000,65,2
"5237",274344,77.2,2
"5238",205000,75,3
"5239",220000,62.8,2
"5240",165000,65,2
"5241",290000,120,5
"5242",240000,61.1,2
"5243",150000,30,1
"5244",180000,71.5,2
"5245",150000,105,4
"5246",176000,65,2
"5247",180000,72,2
"5248",3e+05,238,4
"5249",230000,75,3
"5250",295000,105.9,4
"5251",250000,91.3,3
"5252",150000,45,3
"5253",215000,68.2,3
"5254",2e+05,56.1,2
"5255",250000,109,3
"5256",243000,60.9,2
"5257",240000,83.9,3
"5258",220000,80.6,4
"5259",215000,72.5,3
"5260",160000,46.4,2
"5261",170000,55,2
"5262",121500,32.4,1
"5263",180000,66.8,3
"5264",220000,60,3
"5265",230000,80.2,3
"5266",230000,65.5,2
"5267",220000,100.8,3
"5268",307000,120,4
"5269",166416,45.8,2
"5270",180000,61.7,3
"5271",230000,79,3
"5272",133500,32.4,1
"5273",118500,32.4,1
"5274",180000,46.1,3
"5275",255000,88.6,3
"5276",260000,105,3
"5277",167050,45.8,2
"5278",180000,66.4,3
"5279",134000,60,1
"5280",110000,25,2
"5281",150000,63,2
"5282",270000,90.2,3
"5283",260000,95.7,3
"5284",330000,96,4
"5285",118500,32.4,1
"5286",240000,58,3
"5287",205000,65,2
"5288",2e+05,47,2
"5289",249650,75.2,3
"5290",80000,35,1
"5291",170000,50.9,2
"5292",215000,72.8,3
"5293",120000,32.4,1
"5294",215000,60,2
"5295",240000,92.3,4
"5296",190000,54.8,2
"5297",290000,109.4,4
"5298",270000,74,3
"5299",235000,60,2
"5300",260000,68.6,2
"5301",240000,84.9,3
"5302",210000,64.9,2
"5303",155000,44.3,1
"5304",240000,94.6,3
"5305",250000,100.6,3
"5306",250000,60,3
"5307",160000,78,3
"5308",250000,97.4,4
"5309",2e+05,78,3
"5310",180000,44,2
"5311",277807,71.1,3
"5312",250000,68.5,2
"5313",2e+05,55,1
"5314",265000,60.7,3
"5315",215000,90,3
"5316",220000,36.6,2
"5317",230000,64,3
"5318",170000,70,3
"5319",260000,85.8,3
"5320",220000,66,2
"5321",320000,74,2
"5322",250000,68.8,4
"5323",180000,30,2
"5324",290000,98.6,3
"5325",270000,72,3
"5326",285000,112.6,5
"5327",210000,62,2
"5328",255000,84.2,3
"5329",480000,230,5
"5330",290000,119.2,4
"5331",285000,49.5,2
"5332",226361,54,2
"5333",180000,47.6,2
"5334",218236,90.8,4
"5335",260000,113.3,4
"5336",269000,86.6,3
"5337",173580,73.6,3
"5338",220000,70,3
"5339",270000,73,3
"5340",220000,87.7,3
"5341",210000,77.4,2
"5342",280000,90.5,3
"5343",2e+05,50,2
"5344",205000,73,3
"5345",315000,138,4
"5346",2e+05,47,2
"5347",350000,106,4
"5348",250000,91.4,3
"5349",138575,22,1
"5350",240000,65,3
"5351",190000,52.6,3
"5352",63000,35,2
"5353",270000,75,2
"5354",220000,80.3,3
"5355",147836,66.1,2
"5356",175000,34.2,1
"5357",240000,89.6,3
"5358",240000,100.7,2
"5359",290000,127.5,4
"5360",213200,77.5,3
"5361",245000,94.1,4
"5362",230000,65.2,3
"5363",250000,57.2,2
"5364",250000,69.2,2
"5365",146279,48.2,2
"5366",320000,127.5,4
"5367",120000,59,4
"5368",280000,140.5,6
"5369",210000,62.1,2
"5370",230000,116.9,3
"5371",295000,103,4
"5372",230000,59,4
"5373",2e+05,65,2
"5374",260000,56,2
"5375",193000,105.4,3
"5376",210000,75,3
"5377",320334,112,5
"5378",235000,95,4
"5379",250000,110,3
"5380",275000,95.5,4
"5381",157000,60,2
"5382",275000,98.6,4
"5383",150000,65,1
"5384",380000,102,5
"5385",180000,107.5,4
"5386",280000,70,3
"5387",2e+05,65,2
"5388",110000,27,1
"5389",250000,101,4
"5390",129500,32.4,1
"5391",285000,79.9,3
"5392",230000,65.8,2
"5393",190000,58,2
"5394",285000,85.3,3
"5395",220000,80,3
"5396",170000,50,2
"5397",230000,100,4
"5398",190000,30,2
"5399",266729,91.9,3
"5400",196000,51,3
"5401",280000,96,3
"5402",175000,200,5
"5403",260000,79.5,2
"5404",225000,56,2
"5405",250000,105.7,4
"5406",150000,52.9,2
"5407",230000,76.5,2
"5408",140000,48,2
"5409",240000,80,4
"5410",160000,36,1
"5411",175000,32,1
"5412",195000,49,1
"5413",150000,34.7,1
"5414",210000,59,2
"5415",270000,88.1,3
"5416",350000,107.8,3
"5417",250000,67.8,3
"5418",150000,69.8,2
"5419",260000,84,5
"5420",179880,73.4,3
"5421",230000,64,3
"5422",370000,115,4
"5423",128560,51.4,2
"5424",179880,73.4,3
"5425",136250,51.4,2
"5426",250000,69.4,2
"5427",133180,51.7,2
"5428",181570,73.4,3
"5429",129310,51.7,2
"5430",240000,84.8,3
"5431",260000,70,3
"5432",210000,124,5
"5433",173580,73.6,3
"5434",129310,51.7,2
"5435",390000,101.1,4
"5436",177843,73.6,3
"5437",169110,71.7,3
"5438",258690,74.8,3
"5439",220000,80.6,3
"5440",143169,34.5,2
"5441",165000,34.9,2
"5442",139000,41.3,2
"5443",170000,34.5,2
"5444",2e+05,93.4,3
"5445",225000,47,2
"5446",209600,87.5,4
"5447",175000,49,2
"5448",319000,122.1,3
"5449",137040,51.7,2
"5450",183260,73.4,3
"5451",115000,33.6,1
"5452",140000,50,2
"5453",180000,59,2
"5454",194950,87.6,4
"5455",390000,101.1,4
"5456",230000,95.7,3
"5457",194720,87.5,4
"5458",270000,73,3
"5459",150000,31.3,2
"5460",240000,77.3,2
"5461",330000,143.2,5
"5462",228719,118.3,4
"5463",330000,143.2,5
"5464",270000,81.6,2
"5465",145000,50.5,2
"5466",145000,44,1
"5467",3e+05,96.7,4
"5468",210000,67.7,2
"5469",210000,50.2,2
"5470",2e+05,49.1,2
"5471",280000,73.9,2
"5472",280000,101.5,4
"5473",120000,60,2
"5474",140000,63,2
"5475",180000,79,3
"5476",180000,119,4
"5477",220000,59.7,2
"5478",310000,88,3
"5479",202182,92.6,2
"5480",250000,122,4
"5481",265000,60,3
"5482",274000,103.7,3
"5483",190670,53.6,2
"5484",195000,57.6,2
"5485",290000,128.1,4
"5486",240000,48,2
"5487",242000,70.4,2
"5488",140000,38,1
"5489",147582,72.8,2
"5490",150000,32,1
"5491",230000,70.4,3
"5492",259000,78,2
"5493",2e+05,66,3
"5494",250000,103.6,3
"5495",270000,66.6,2
"5496",160000,110,3
"5497",2e+05,59.7,2
"5498",195000,100,3
"5499",310000,100,2
"5500",122000,33.9,1
"5501",280000,89.1,3
"5502",160000,42.9,2
"5503",230000,80,3
"5504",260000,87,3
"5505",1e+05,68.1,3
"5506",165000,36.5,2
"5507",122000,33.9,1
"5508",2e+05,106,4
"5509",210000,80,3
"5510",120000,28,1
"5511",2e+05,60.4,3
"5512",210000,77.3,3
"5513",240000,83.2,3
"5514",120000,29,1
"5515",220000,95.4,3
"5516",190000,51,2
"5517",442000,51.6,2
"5518",2e+05,50.7,2
"5519",2e+05,152,3
"5520",270000,71.6,3
"5521",150000,50,2
"5522",280000,146.6,4
"5523",230000,120.6,4
"5524",210000,76.9,3
"5525",310000,99.7,3
"5526",175000,97.2,3
"5527",240000,54.5,2
"5528",265000,89,3
"5529",150000,48,1
"5530",230000,75.7,3
"5531",140000,25,1
"5532",195000,45,2
"5533",250000,63,3
"5534",235000,90,4
"5535",240000,83.6,3
"5536",148000,45.5,1
"5537",215639,65.7,2
"5538",185000,61.4,2
"5539",195000,45,2
"5540",190000,61.7,2
"5541",260000,72.1,2
"5542",210000,97.5,3
"5543",240000,62.5,2
"5544",185000,59.8,2
"5545",157003,83.3,2
"5546",180000,51.2,2
"5547",210000,47.2,2
"5548",154753,60.4,2
"5549",295000,95.3,4
"5550",370000,96.8,4
"5551",285000,106.8,4
"5552",192000,106.8,3
"5553",219000,60,2
"5554",142000,73.1,2
"5555",330000,124.2,4
"5556",215000,90,4
"5557",180000,62.4,2
"5558",330000,106.9,2
"5559",135000,59,2
"5560",145000,57,2
"5561",275000,88,3
"5562",220000,68.6,3
"5563",2e+05,94,3
"5564",2e+05,50,1
"5565",210000,72,2
"5566",1e+05,55.8,2
"5567",235000,57.5,2
"5568",225000,72,3
"5569",211000,88.7,4
"5570",190000,65,3
"5571",250000,126,3
"5572",1e+05,55.8,2
"5573",2e+05,50,1
"5574",290000,104.7,2
"5575",275000,117.8,4
"5576",260000,40,2
"5577",295000,71.6,3
"5578",235000,65.6,2
"5579",380000,178,5
"5580",190000,64.1,2
"5581",280000,81.1,3
"5582",280000,100,4
"5583",185000,48,2
"5584",290000,104,4
"5585",181000,48.8,2
"5586",183500,39.9,1
"5587",165000,22.4,1
"5588",240000,101.1,4
"5589",195000,78.7,3
"5590",120000,129,5
"5591",218000,51.7,2
"5592",218000,69.5,2
"5593",180000,42.3,3
"5594",220000,64.3,2
"5595",188000,41.1,2
"5596",240000,118.9,4
"5597",170000,35,2
"5598",260000,119,4
"5599",185000,35,1
"5600",180000,50,2
"5601",245000,100.9,3
"5602",3e+05,94,4
"5603",150000,59.8,2
"5604",170000,45,2
"5605",215000,127.2,3
"5606",305000,74.6,2
"5607",150000,60,2
"5608",240000,73.4,2
"5609",250000,67.8,2
"5610",245000,71.1,2
"5611",185000,54.2,2
"5612",220000,86,3
"5613",195000,59.5,2
"5614",287500,92.4,4
"5615",160000,40,2
"5616",260000,70.8,2
"5617",230000,70.3,2
"5618",295000,73,2
"5619",170000,39.6,3
"5620",2e+05,80,3
"5621",240000,78,3
"5622",170000,56.9,2
"5623",252000,92.3,3
"5624",275000,85,3
"5625",230000,61.9,2
"5626",180000,34,2
"5627",180000,58,2
"5628",80000,64,2
"5629",170000,38.4,2
"5630",285000,118,4
"5631",185000,42,2
"5632",255000,86.6,3
"5633",270000,93.4,3
"5634",210000,52,2
"5635",195000,47.2,2
"5636",120000,22,1
"5637",264000,91.1,3
"5638",250000,56.2,2
"5639",160000,64.7,3
"5640",311000,79.3,3
"5641",160000,48.1,2
"5642",225000,134,4
"5643",165000,40,2
"5644",350000,102.4,4
"5645",225000,59.5,2
"5646",285000,81.3,3
"5647",260581,72.7,3
"5648",135000,30,1
"5649",176000,57.5,2
"5650",240000,113,3
"5651",160000,59.2,3
"5652",232500,94.6,3
"5653",125000,113.2,4
"5654",263000,79.3,3
"5655",122000,33.5,1
"5656",250000,70.6,2
"5657",245500,125.8,5
"5658",3e+05,98,4
"5659",110000,50,1
"5660",275000,85.2,3
"5661",205000,69.2,2
"5662",319000,122.1,3
"5663",362077,100,3
"5664",206000,56,3
"5665",240000,74.5,3
"5666",270000,66.9,2
"5667",3e+05,55.2,2
"5668",250000,80.6,3
"5669",310019,89,3
"5670",325731,89,3
"5671",149000,34,2
"5672",210000,80,3
"5673",120000,59,2
"5674",189000,37,2
"5675",261500,98,3
"5676",280000,110,3
"5677",247000,94,3
"5678",165000,45,2
"5679",250000,65.9,2
"5680",2e+05,55.4,3
"5681",180000,96,3
"5682",270000,78.4,3
"5683",232885,96.7,3
"5684",259317,186.3,5
"5685",275000,95,3
"5686",80000,89.2,4
"5687",250000,98,3
"5688",305000,129.3,4
"5689",190000,60,2
"5690",210000,50,2
"5691",285000,70.9,3
"5692",130000,35,2
"5693",220000,104.2,3
"5694",199000,50.5,2
"5695",290000,78.7,3
"5696",195000,80,3
"5697",220000,96,3
"5698",138000,68.9,2
"5699",220000,81.9,4
"5700",150000,34.1,2
"5701",180000,55,2
"5702",195000,93,2
"5703",210000,44,1
"5704",220000,57.6,2
"5705",2e+05,90,3
"5706",130000,35,1
"5707",160000,29,1
"5708",159500,60,1
"5709",185000,54.2,2
"5710",271790,118.7,4
"5711",250000,79.4,3
"5712",140000,41,2
"5713",3e+05,60,2
"5714",2e+05,70,2
"5715",216750,90,3
"5716",250000,89.1,4
"5717",150000,50,2
"5718",250000,45,2
"5719",195000,60,2
"5720",195000,47,1
"5721",250000,90,3
"5722",122000,33.9,1
"5723",230000,128.5,4
"5724",220000,50,2
"5725",210000,78,3
"5726",230000,67,2
"5727",147500,35.4,1
"5728",342000,143,4
"5729",330000,92.6,3
"5730",230000,80,3
"5731",240000,89,2
"5732",255000,67,2
"5733",230000,75.2,3
"5734",255000,78.2,3
"5735",285000,116,4
"5736",205000,70.7,2
"5737",122000,34.2,1
"5738",285000,73,2
"5739",180000,52.5,2
"5740",145000,87.8,4
"5741",230000,63.3,2
"5742",260000,83.2,3
"5743",280000,73.4,3
"5744",260000,98.5,3
"5745",122000,32.4,1
"5746",250000,86.3,2
"5747",170000,44.6,3
"5748",285216,88.2,3
"5749",225000,83.2,3
"5750",276898,94.9,3
"5751",390000,103,3
"5752",240952,80.8,3
"5753",220000,50,2
"5754",374160,110.2,4
"5755",225000,91.2,3
"5756",185000,103.3,3
"5757",240000,100,3
"5758",250000,79.8,3
"5759",190000,60.9,2
"5760",236369,97,3
"5761",250000,80,3
"5762",70000,75,3
"5763",230000,104.7,4
"5764",250000,61.7,2
"5765",175000,40,2
"5766",138500,49.3,2
"5767",226500,94.6,3
"5768",340000,144.1,3
"5769",150000,39,2
"5770",140540,51,2
"5771",216220,88.4,4
"5772",166800,68.9,3
"5773",216220,88.4,4
"5774",110000,25,1
"5775",220000,64.7,2
"5776",150000,50,2
"5777",120000,23.3,1
"5778",295000,101.3,4
"5779",75000,50,2
