id;ID2;hopur;stard_sk;Strf_ald;stadsetn;Hof_land;Ladhl;sp_a10;sp_b13;sp_b14;sp_a01;sp_c04;sp_b01;sp_b02;sp_b03;sp_b04;sp_a02;sp_a03;sp_a04;sp_a05;sp_a06;sp_a07;sp_a08;sp_a09;sp_b05;sp_b06;sp_b07;sp_b08;sp_b09;sp_b10;sp_b11;sp_b12;sp_c01;sp_c02;sp_c03;nmiss;Nmiss_f
101718;1718;1;-999;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;1;0;1;1;0;1;1;1;1;1;1;0;0;-999;1;1;0;4;1
101719;1719;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;1;3;0
101720;1720;1;31;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;1;-999;1;1;0;4;1
101721;1721;1;21;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;0;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;3;0
101722;1722;1;11;-999;1;1;1;-999;-999;-999;0;1;1;1;1;-999;0;1;1;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;4;1
101723;1723;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;3;0
101724;1724;1;31;-999;8;2;8;-999;-999;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
101725;1725;1;51;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;3;0
101726;1726;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101727;1727;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101728;1728;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
101729;1729;1;21;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;3;0
101730;1730;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;3;0
101731;1731;1;21;-999;1;1;1;-999;-999;-999;0;-999;-999;-999;0;0;0;1;1;0;0;0;0;0;-999;-999;1;-999;-999;-999;0;-999;-999;-999;-999;15;12
101732;1732;1;31;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;0;1;1;1;1;0;1;3;0
101733;1733;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101734;1734;1;11;-999;1;1;1;-999;-999;-999;0;1;0;0;1;1;0;0;1;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;3;0
101735;1735;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;0;3;0
101736;1736;1;31;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
101737;1737;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0;1;3;0
101738;1738;1;31;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;-999;1;1;1;4;1
101739;1739;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;3;0
101740;1740;1;1;-999;3;2;3;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
101741;1741;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;3;0
101742;1742;1;31;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;1;0;3;0
101743;1743;1;21;-999;1;1;1;-999;-999;-999;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;0;3;0
101744;1744;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101745;1745;1;31;-999;1;1;1;-999;-999;-999;0;1;1;-999;1;1;0;0;0;0;1;-999;1;-999;1;1;1;1;1;1;1;1;1;1;1;6;3
101746;1746;1;31;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;3;0
101747;1747;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;3;0
101748;1748;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
101749;1749;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;3;0
101750;1750;1;51;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;3;0
101751;1751;1;51;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;3;0
101752;1752;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101753;1753;1;21;-999;9;2;8;-999;-999;-999;1;0;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;3;0
101754;1754;1;31;-999;7;2;6;-999;-999;-999;1;0;1;1;0;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;1;0;3;0
101755;1755;1;11;-999;3;2;3;-999;-999;-999;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
101756;1756;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;3;0
101757;1757;1;51;-999;1;1;1;-999;-999;-999;0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
101758;1758;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;0;1;1;0;0;1;1;0;1;1;1;3;0
101759;1759;1;51;-999;1;1;1;-999;-999;-999;1;-999;1;1;0;0;1;0;1;0;1;0;0;1;1;-999;-999;-999;1;1;0;0;-999;1;-999;9;6
101760;1760;1;31;-999;8;2;8;-999;-999;-999;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
101761;1761;1;51;-999;8;2;8;-999;-999;-999;0;0;1;1;1;0;0;0;1;0;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;3;0
101762;1762;1;11;-999;6;2;6;-999;-999;-999;1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;1;1;1;1;3;0
101763;1763;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101764;1764;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;-999;1;1;0;-999;-999;1;1;1;1;1;1;-999;-999;1;0;1;-999;1;1;1;9;6
101765;1765;1;31;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;3;0
101766;1766;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101767;1767;1;31;-999;1;1;1;-999;-999;-999;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;0;1;3;0
101768;1768;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;3;0
101769;1769;1;21;-999;1;1;1;-999;-999;-999;1;1;-999;1;1;1;1;0;1;0;1;1;1;-999;1;-999;0;1;1;0;1;0;-999;-999;-999;9;6
101770;1770;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;1;1;1;1;1;3;0
101771;1771;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;1;1;1;1;1;0;0;1;3;0
101772;1772;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;3;0
101773;1773;1;21;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;0;1;1;0;3;0
101774;1774;1;51;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;1;1;-999;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;4;1
101775;1775;1;11;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;3;0
101776;1776;1;21;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;1;1;1;0;1;1;1;-999;1;1;1;1;1;1;1;1;1;1;0;4;1
101777;1777;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;-999;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
101778;1778;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101779;1779;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101780;1780;1;31;-999;1;1;1;-999;-999;-999;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
101781;1781;1;51;-999;8;2;8;-999;-999;-999;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
101782;1782;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101783;1783;1;51;-999;7;2;6;-999;-999;-999;1;1;0;0;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;3;0
101784;1784;1;1;-999;4;2;3;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;-999;0;1;1;1;1;1;1;1;1;4;1
101785;1785;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101786;1786;1;21;-999;8;2;8;-999;-999;-999;-999;-999;-999;-999;0;-999;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;26;23
101787;1787;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101788;1788;1;31;-999;1;1;1;-999;-999;-999;-999;1;1;1;1;1;-999;-999;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;6;3
101789;1789;1;31;-999;1;1;1;-999;-999;-999;0;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
101790;1790;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101791;1791;1;51;-999;1;1;1;-999;-999;-999;-999;0;-999;1;1;1;0;1;1;0;1;1;1;1;1;0;-999;1;1;1;-999;-999;1;0;0;8;5
101792;1792;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
101793;1793;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;0;1;0;0;0;1;1;0;3;0
101794;1794;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101795;1795;1;51;-999;8;2;8;-999;-999;-999;1;1;1;0;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;3;0
101796;1796;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101797;1797;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
101798;1798;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;1;3;0
101799;1799;1;31;-999;1;1;1;-999;-999;-999;1;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;3;0
101800;1800;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;0;1;0;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;3;0
101801;1801;1;31;-999;1;1;1;-999;-999;-999;0;0;0;1;1;0;0;1;1;1;0;1;-999;-999;1;0;0;0;1;0;-999;1;1;1;0;6;3
101802;1802;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
101803;1803;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;0;0;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
101804;1804;1;51;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;3;0
101805;1805;1;51;-999;8;2;8;-999;-999;-999;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;3;0
101806;1806;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;1;1;0;1;1;3;0
101807;1807;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;3;0
101808;1808;1;31;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;0;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;3;0
101809;1809;1;21;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;3;0
101810;1810;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;1;-999;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;4;1
101811;1811;1;31;-999;1;1;1;-999;-999;-999;0;-999;-999;-999;1;-999;0;1;1;0;1;1;1;1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;18;15
101812;1812;1;31;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;0;1;0;1;-999;1;1;-999;0;1;1;1;1;1;1;1;1;0;5;2
101813;1813;1;21;-999;3;2;3;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;3;0
101814;1814;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;1;0;3;0
101815;1815;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;-999;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
101816;1816;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;1;1;-999;-999;-999;-999;1;-999;-999;1;1;-999;0;0;1;1;10;7
101817;1817;1;51;-999;8;2;8;-999;-999;-999;0;1;0;1;1;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;1;0;1;1;0;3;0
101818;1818;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101819;1819;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;-999;1;1;1;1;1;1;1;0;4;1
101820;1820;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101821;1821;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101822;1822;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;3;0
101823;1823;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;0;0;1;0;1;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;3;0
101824;1824;1;21;-999;9;2;8;-999;-999;-999;0;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
101825;1825;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101826;1826;1;51;-999;8;2;8;-999;-999;-999;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;3;0
101827;1827;1;21;-999;1;1;1;-999;-999;-999;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0
101828;1828;1;11;-999;9;2;8;-999;-999;-999;0;0;0;0;1;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;3;0
101829;1829;1;21;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;-999;-999;-999;1;0;1;1;0;1;0;1;1;1;1;6;3
101830;1830;1;21;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;3;0
101831;1831;1;11;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;0;0;1;1;0;1;1;0;0;1;1;1;1;3;0
101832;1832;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;3;0
101833;1833;1;11;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;3;0
101834;1834;1;1;-999;4;2;3;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101835;1835;1;21;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
101836;1836;1;51;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;1;1;-999;-999;-999;-999;-999;1;0;1;1;1;1;1;1;1;1;0;8;5
101837;1837;1;51;-999;1;1;1;-999;-999;-999;-999;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;-999;1;1;1;1;5;2
101838;1838;1;11;-999;9;2;8;-999;-999;-999;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;3;0
101839;1839;1;21;-999;1;1;1;-999;-999;-999;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;0;3;0
101840;1840;1;51;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;0;1;0;1;1;1;-999;1;1;1;1;1;1;1;1;1;1;1;4;1
101841;1841;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;3;0
101842;1842;1;21;-999;9;2;8;-999;-999;-999;0;0;1;1;0;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;0;0;1;0;0;3;0
101843;1843;1;51;-999;1;1;1;-999;-999;-999;-999;1;0;1;1;1;-999;0;1;0;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;3
101844;1844;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;3;0
101845;1845;1;31;-999;7;2;6;-999;-999;-999;0;0;1;1;0;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;3;0
101846;1846;1;51;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;3;0
101847;1847;1;51;-999;1;1;1;-999;-999;-999;1;0;0;0;1;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;3;0
101848;1848;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;3;0
101849;1849;1;51;-999;1;1;1;-999;-999;-999;0;0;1;0;1;1;0;0;0;1;1;1;-999;1;0;0;0;1;0;0;0;0;0;1;1;4;1
101850;1850;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;3;0
101851;1851;1;11;-999;9;2;8;-999;-999;-999;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;3;0
101852;1852;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101853;1853;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101854;1854;1;31;-999;1;1;1;-999;-999;-999;0;1;1;0;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;1;3;0
101855;1855;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101856;1856;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
101857;1857;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101858;1858;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101859;1859;1;51;-999;1;1;1;-999;-999;-999;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;3;0
101860;1860;1;31;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
101861;1861;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1;0;1;0;3;0
101862;1862;1;51;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;3;0
101863;1863;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101864;1864;1;51;-999;1;1;1;-999;-999;-999;1;1;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-999;1;0;6;3
101865;1865;1;31;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;-999;1;0;1;1;1;1;1;1;1;1;-999;0;1;1;1;1;1;5;2
101866;1866;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;3;0
101867;1867;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;1;1;-999;1;-999;-999;1;1;0;0;1;1;1;1;1;1;1;1;6;3
101868;1868;1;31;-999;9;2;8;-999;-999;-999;0;0;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101869;1869;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;0;0;1;1;1;1;1;1;1;0;-999;1;0;1;1;0;1;1;0;4;1
101870;1870;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;-999;1;1;1;1;1;1;1;1;-999;1;1;1;1;1;5;2
101871;1871;1;51;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;3;0
101872;1872;1;1;-999;3;2;3;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;3;0
101873;1873;1;51;-999;1;1;1;-999;-999;-999;0;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;-999;0;0;0;0;1;0;0;0;4;1
101874;1874;1;31;-999;1;1;1;-999;-999;-999;0;1;1;-999;1;1;0;0;1;1;-999;0;0;1;1;1;1;1;1;-999;-999;1;1;1;1;7;4
101875;1875;1;21;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;0;0;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-999;5;2
101876;1876;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
101877;1877;1;11;-999;9;2;8;-999;-999;-999;0;0;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0
101878;1878;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;-999;1;1;1;1;1;1;1;1;4;1
101879;1879;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;-999;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;4;1
101880;1880;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;1;-999;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
101881;1881;1;51;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;3;0
101882;1882;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;3;0
101883;1883;1;21;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;3;0
