id;ID2;hopur;stard_sk;Strf_ald;stadsetn;Hof_land;Ladhl;sp_a10;sp_b13;sp_b14;sp_a01;sp_c04;sp_b01;sp_b02;sp_b03;sp_b04;sp_a02;sp_a03;sp_a04;sp_a05;sp_a06;sp_a07;sp_a08;sp_a09;sp_b05;sp_b06;sp_b07;sp_b08;sp_b09;sp_b10;sp_b11;sp_b12;sp_c01;sp_c02;sp_c03;nmiss;Nmiss_f
100648;648;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;1;1;0;1;3;0
100649;649;1;31;-999;1;1;1;-999;-999;-999;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0;3;0
100650;650;1;51;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;3;0
100651;651;1;51;-999;8;2;8;-999;-999;-999;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;0;1;3;0
100652;652;1;31;-999;7;2;6;-999;-999;-999;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;3;0
100653;653;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;-999;1;-999;1;1;0;1;5;2
100654;654;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;3;0
100655;655;1;31;-999;9;2;8;-999;-999;-999;0;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;1;0;3;0
100656;656;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100657;657;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;3;0
100658;658;1;31;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;3;0
100659;659;1;51;-999;1;1;1;-999;-999;-999;0;1;-999;1;1;1;-999;1;1;-999;1;1;1;1;1;-999;0;1;1;1;1;1;1;1;-999;8;5
100660;660;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;-999;1;1;0;1;-999;0;1;1;0;0;1;1;1;1;1;1;1;0;5;2
100661;661;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;3;0
100662;662;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;-999;0;1;1;0;-999;1;-999;0;0;1;1;1;1;0;1;-999;-999;0;8;5
100663;663;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;3;0
100664;664;1;1;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100665;665;1;11;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100666;666;1;31;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;1;1;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;1;3;0
100667;667;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;3;0
100668;668;1;31;-999;1;1;1;-999;-999;-999;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100669;669;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;0;1;1;1;-999;0;1;0;1;1;1;1;1;4;1
100670;670;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100671;671;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;0;1;-999;1;1;0;0;0;0;4;1
100672;672;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;-999;1;1;1;5;2
100673;673;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;-999;0;1;1;1;0;1;1;1;1;1;1;1;0;4;1
100674;674;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;0;1;1;0;1;1;0;1;0;3;0
100675;675;1;21;-999;1;1;1;-999;-999;-999;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;3;0
100676;676;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;3;0
100677;677;1;51;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;3;0
100678;678;1;11;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;3;0
100679;679;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;3;0
100680;680;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;3;0
100681;681;1;11;-999;8;2;8;-999;-999;-999;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;3;0
100682;682;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100683;683;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100684;684;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
100685;685;1;31;-999;8;2;8;-999;-999;-999;1;1;1;-999;1;-999;0;1;1;1;1;0;0;0;1;1;1;1;-999;1;1;1;1;1;1;6;3
100686;686;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;0;1;1;0;1;1;1;0;0;1;1;1;0;3;0
100687;687;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
100688;688;1;31;-999;9;2;8;-999;-999;-999;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;0;3;0
100689;689;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100690;690;1;51;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0;-999;0;0;1;1;0;1;0;4;1
100691;691;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100692;692;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100693;693;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;3;0
100694;694;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;1;0;3;0
100695;695;1;51;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;3;0
100696;696;1;31;-999;9;2;8;-999;-999;-999;0;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;1;1;0;0;0;0;1;1;3;0
100697;697;1;31;-999;1;1;1;-999;-999;-999;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100698;698;1;31;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;-999;1;1;1;1;1;1;1;1;-999;5;2
100699;699;1;31;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100700;700;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100701;701;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;-999;-999;1;0;1;0;0;1;0;0;1;1;1;1;5;2
100702;702;1;31;-999;8;2;8;-999;-999;-999;0;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100703;703;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100704;704;1;31;-999;1;1;1;-999;-999;-999;0;1;0;0;1;1;0;1;1;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;3;0
100705;705;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100706;706;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100707;707;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;-999;1;1;1;1;1;1;1;1;4;1
100708;708;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;1;1;0;3;0
100709;709;1;51;-999;1;1;1;-999;-999;-999;1;-999;-999;1;1;1;1;0;1;0;1;1;1;1;0;-999;1;0;-999;0;-999;-999;-999;-999;-999;12;9
100710;710;1;31;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;3;0
100711;711;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;3;0
100712;712;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;3;0
100713;713;1;21;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100714;714;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;0;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;3;0
100715;715;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100716;716;1;51;-999;1;1;1;-999;-999;-999;-999;1;1;1;1;1;-999;0;-999;-999;1;-999;-999;1;1;1;1;1;1;0;0;1;1;1;1;9;6
100717;717;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;-999;-999;0;1;1;1;1;5;2
100718;718;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;1;1;0;1;1;1;1;1;3;0
100719;719;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100720;720;1;21;-999;9;2;8;-999;-999;-999;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;3;0
100721;721;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100722;722;1;21;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100723;723;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;-999;-999;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;5;2
100724;724;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;0;1;0;3;0
100725;725;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;3;0
100726;726;1;31;-999;1;1;1;-999;-999;-999;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;0;-999;1;1;1;1;1;4;1
100727;727;1;21;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;-999;1;1;1;1;1;4;1
100728;728;1;21;-999;1;1;1;-999;-999;-999;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;-999;0;1;0;4;1
100729;729;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;3;0
100730;730;1;21;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;0;0;1;0;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;3;0
100731;731;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;0;1;0;3;0
100732;732;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100733;733;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;3;0
100734;734;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100735;735;1;31;-999;7;2;6;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100736;736;1;11;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;1;-999;1;0;1;1;1;1;1;4;1
100737;737;1;11;-999;1;1;1;-999;-999;-999;-999;1;0;0;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;4;1
100738;738;1;21;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;-999;1;-999;1;1;1;1;1;1;-999;1;1;0;1;1;1;0;0;6;3
100739;739;1;21;-999;9;2;8;-999;-999;-999;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
100740;740;1;31;-999;1;1;1;-999;-999;-999;1;1;-999;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
100741;741;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100742;742;1;31;-999;7;2;6;-999;-999;-999;-999;1;1;1;1;1;1;1;1;0;1;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;6;3
100743;743;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100744;744;1;21;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100745;745;1;31;-999;9;2;8;-999;-999;-999;-999;-999;0;-999;0;0;1;1;1;0;0;0;0;0;0;-999;0;-999;0;0;0;0;-999;-999;-999;11;8
100746;746;1;31;-999;7;2;6;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
100747;747;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100748;748;1;51;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
100749;749;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;3;0
100750;750;1;31;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;3;0
100751;751;1;31;-999;9;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100752;752;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;3;0
100753;753;1;31;-999;1;1;1;-999;-999;-999;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;-999;1;1;0;1;0;4;1
100754;754;1;21;-999;9;2;8;-999;-999;-999;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;3;0
100755;755;1;51;-999;1;1;1;-999;-999;-999;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;3;0
100756;756;1;31;-999;4;2;3;-999;-999;-999;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;1;1;3;0
100757;757;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100758;758;1;21;-999;6;2;6;-999;-999;-999;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;1;1;1;0;1;0;0;3;0
100759;759;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;-999;-999;0;0;0;1;1;0;1;1;1;1;-999;1;1;1;6;3
100760;760;1;31;-999;7;2;6;-999;-999;-999;0;-999;0;0;0;0;-999;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-999;-999;0;8;5
100761;761;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100762;762;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100763;763;1;51;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;3;0
100764;764;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100765;765;1;31;-999;9;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;-999;1;1;1;1;1;1;1;1;1;-999;1;1;1;1;-999;6;3
100766;766;1;11;-999;8;2;8;-999;-999;-999;-999;1;-999;1;0;0;1;-999;1;-999;1;1;1;1;0;1;0;1;-999;0;-999;1;-999;-999;0;11;8
100767;767;1;31;-999;8;2;8;-999;-999;-999;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;1;0;1;0;3;0
100768;768;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;3;0
100769;769;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100770;770;1;51;-999;8;2;8;-999;-999;-999;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
100771;771;1;31;-999;7;2;6;-999;-999;-999;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;3;0
100772;772;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
100773;773;1;31;-999;7;2;6;-999;-999;-999;1;0;0;1;1;1;1;1;1;-999;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;4;1
100774;774;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100775;775;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100776;776;1;31;-999;1;1;1;-999;-999;-999;1;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;3;0
100777;777;1;21;-999;9;2;8;-999;-999;-999;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
100778;778;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100779;779;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;3;0
100780;780;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100781;781;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;3;0
100782;782;1;21;-999;8;2;8;-999;-999;-999;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;-999;0;4;1
100783;783;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;3;0
100784;784;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;3;0
100785;785;1;31;-999;1;1;1;-999;-999;-999;0;0;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;3;0
100786;786;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100787;787;1;21;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;1;1;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1
100788;788;1;21;-999;3;2;3;-999;-999;-999;0;0;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;0;1;-999;0;1;1;1;0;4;1
100789;789;1;31;-999;1;1;1;-999;-999;-999;1;-999;1;1;1;1;1;0;1;0;1;-999;-999;-999;1;1;1;1;1;1;1;1;0;-999;0;8;5
100790;790;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;3;0
100791;791;1;51;-999;1;1;1;-999;-999;-999;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;3;0
100792;792;1;31;-999;7;2;6;-999;-999;-999;0;1;1;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100793;793;1;31;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;3;0
100794;794;1;21;-999;9;2;8;-999;-999;-999;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;0;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;26;23
100795;795;1;51;-999;8;2;8;-999;-999;-999;0;1;1;0;1;1;0;0;0;0;-999;1;1;1;1;1;1;1;1;0;0;1;1;0;1;4;1
100796;796;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100797;797;1;-999;-999;-999;-999;-999;-999;-999;-999;1;1;1;1;1;1;1;-999;1;-999;0;-999;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;9;6
100798;798;1;11;-999;6;2;6;-999;-999;-999;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;3;0
100799;799;1;21;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100800;800;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;0;0;1;1;1;3;0
100801;801;1;51;-999;1;1;1;-999;-999;-999;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;-999;1;1;1;1;4;1
100802;802;1;1;-999;6;2;6;-999;-999;-999;0;0;1;1;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100803;803;1;1;-999;6;2;6;-999;-999;-999;0;-999;1;-999;1;1;0;0;0;0;0;0;0;0;1;-999;-999;1;1;0;-999;-999;1;1;-999;10;7
100804;804;1;51;-999;3;2;3;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;3;0
100805;805;1;51;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100806;806;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;3;0
100807;807;1;1;-999;6;2;6;-999;-999;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
100808;808;1;31;-999;7;2;6;-999;-999;-999;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100809;809;1;31;-999;8;2;8;-999;-999;-999;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100810;810;1;51;-999;1;1;1;-999;-999;-999;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;3;0
100811;811;1;31;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;-999;1;0;1;1;0;4;1
100812;812;1;51;-999;1;1;1;-999;-999;-999;1;0;0;1;1;1;1;1;1;-999;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;4;1
100813;813;1;11;-999;9;2;8;-999;-999;-999;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;1;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;26;23
100814;814;1;51;-999;8;2;8;-999;-999;-999;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;0
100815;815;1;51;-999;1;1;1;-999;-999;-999;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;-999;1;1;1;1;1;1;1;1;1;4;1
